,class,x-box,y-box,width,onpix
258,1,3,3,4,2
259,1,2,4,4,2
260,1,7,8,7,5
261,1,6,9,8,4
262,1,4,7,6,4
263,1,4,10,6,7
264,1,8,15,8,6
265,1,3,8,5,8
266,1,3,3,4,2
267,1,3,2,5,3
268,1,5,10,7,7
269,1,3,3,4,2
270,1,4,3,6,3
271,1,5,11,8,7
272,1,7,9,9,11
273,1,5,9,5,4
274,1,4,8,6,9
275,1,5,10,7,9
276,1,3,3,3,2
277,1,4,5,5,3
278,1,10,10,9,4
279,1,9,12,9,5
280,1,4,3,4,2
281,1,5,11,8,4
282,1,6,10,9,8
283,1,7,8,7,5
284,1,4,7,6,3
285,1,3,3,4,2
286,1,4,4,5,3
287,1,5,8,7,5
288,1,8,11,8,9
289,1,6,9,8,4
290,1,4,5,5,3
291,1,5,4,6,3
292,1,6,10,8,9
293,1,4,6,6,5
294,1,6,10,6,4
295,1,4,4,6,3
296,1,7,8,9,10
297,1,6,9,9,7
298,1,4,8,5,4
299,1,4,8,6,8
300,1,4,6,6,3
301,1,10,15,10,7
302,1,4,9,6,5
303,1,2,0,2,1
304,1,10,11,10,7
305,1,3,2,4,3
306,1,3,1,5,3
307,1,5,8,7,7
308,1,8,8,8,5
309,1,6,7,6,4
310,1,6,9,8,8
311,1,8,11,8,6
312,1,10,11,10,7
313,1,6,6,6,4
314,1,3,6,4,4
315,1,7,8,7,5
316,1,4,4,5,3
317,1,2,3,3,2
318,1,6,9,8,9
319,1,6,8,6,4
320,1,5,7,5,4
321,1,6,9,6,5
322,1,6,10,9,7
323,1,6,7,9,10
324,1,2,1,2,1
325,1,4,4,6,3
326,1,6,6,6,5
327,1,6,8,6,4
328,1,6,7,6,4
329,1,1,0,2,1
330,1,7,8,7,5
331,1,3,1,3,1
332,1,5,7,7,3
333,1,5,10,7,8
334,1,6,8,8,9
335,1,1,0,2,0
336,1,10,10,10,6
337,1,3,7,5,3
338,1,5,10,7,4
339,1,4,7,6,4
340,1,5,9,5,3
341,1,4,8,6,6
342,1,7,9,8,4
343,1,4,7,6,9
344,1,6,10,8,9
345,1,5,4,7,4
346,1,6,9,6,6
347,1,9,10,9,6
348,1,5,7,7,3
349,1,8,9,8,7
350,1,4,9,6,5
351,1,7,10,7,3
352,1,4,5,7,4
353,1,4,9,6,10
354,1,6,9,9,6
355,1,8,11,8,5
356,1,4,8,6,5
357,1,3,8,5,4
358,1,3,4,5,3
359,1,3,2,5,3
360,1,2,1,4,2
361,1,6,7,6,5
362,1,3,4,4,2
363,1,6,8,6,4
364,1,1,0,2,1
365,1,4,11,7,7
366,1,5,10,7,6
367,1,5,9,8,7
368,1,5,8,8,3
369,1,3,6,5,7
370,1,5,5,6,4
371,1,10,10,10,7
372,1,6,9,6,6
373,1,4,8,6,6
374,1,5,8,8,3
375,1,8,14,8,6
376,1,8,10,8,7
377,1,8,8,8,5
378,1,3,7,5,4
379,1,8,10,8,6
380,1,2,0,3,1
381,1,8,11,8,9
382,1,3,7,5,7
383,1,6,10,8,9
384,1,5,5,8,4
385,1,6,7,6,4
386,1,6,7,6,4
387,1,8,11,8,6
388,1,7,11,10,15
389,1,5,10,7,7
390,1,6,10,9,6
391,1,5,9,6,4
392,1,6,9,6,4
393,1,6,7,6,6
394,1,4,7,6,6
395,1,4,10,7,6
396,1,6,11,9,4
397,1,7,11,10,7
398,1,7,10,10,7
399,1,4,5,6,7
400,1,3,8,5,5
401,1,4,2,6,4
402,1,3,1,3,1
403,1,5,7,5,4
404,1,4,6,5,2
405,1,2,0,2,1
406,1,6,9,8,6
407,1,3,6,5,2
408,1,4,9,6,4
409,1,7,11,10,7
410,1,6,8,8,7
411,1,6,5,7,4
412,1,5,6,5,4
413,1,2,0,3,1
414,1,9,9,9,8
415,1,6,9,6,3
416,1,1,0,2,0
417,1,4,9,7,6
418,1,2,1,2,1
419,1,5,6,5,4
420,1,5,6,5,4
421,1,8,10,8,3
422,1,7,9,7,6
423,1,6,10,6,6
424,1,9,11,8,7
425,1,1,0,2,1
426,1,11,15,12,8
427,1,4,7,6,3
428,1,4,2,6,4
429,1,8,9,8,3
430,1,10,10,9,9
431,1,4,7,6,3
432,1,4,4,5,3
433,1,8,8,8,5
434,1,8,12,9,5
435,1,3,6,5,5
436,1,10,13,10,5
437,1,5,7,5,5
438,1,4,4,6,3
439,1,7,11,10,15
440,1,4,8,6,3
441,1,5,10,8,13
442,1,3,1,5,3
443,1,1,0,2,1
444,1,6,6,8,4
445,1,4,7,6,5
446,1,3,4,4,3
447,1,4,6,6,8
448,1,2,3,4,2
449,1,9,12,8,4
450,1,9,12,9,6
451,1,4,4,6,3
452,1,3,4,4,2
453,1,2,0,3,1
454,1,5,9,7,5
455,1,4,8,6,4
456,1,4,5,6,4
457,1,5,5,7,4
458,1,7,10,7,4
459,1,5,7,5,4
460,1,8,9,11,12
461,1,5,8,7,5
462,1,7,7,7,4
463,1,7,8,7,7
464,1,7,10,7,6
465,1,7,7,10,10
466,1,5,10,7,8
467,1,7,7,7,5
468,1,5,10,7,7
469,1,6,5,8,4
470,1,4,7,6,3
471,1,5,8,7,6
472,1,6,8,9,11
473,1,4,5,6,4
474,1,5,11,8,8
475,1,4,7,6,5
476,1,6,7,6,4
477,1,9,10,9,9
478,1,13,13,12,5
479,1,8,9,10,13
480,1,7,8,7,4
481,1,4,9,6,6
482,1,7,11,8,5
483,1,6,5,7,4
484,1,4,11,6,4
485,1,4,8,6,6
486,1,6,8,6,7
487,1,5,11,8,8
488,1,6,11,9,8
489,1,7,9,7,3
490,1,7,11,10,15
491,1,5,4,6,3
492,1,7,7,7,6
493,1,8,10,8,8
494,1,10,15,11,7
495,1,8,9,8,6
496,1,7,11,10,4
497,1,5,8,5,5
498,1,4,6,5,4
499,1,4,9,7,5
500,1,5,9,6,3
501,1,3,1,4,3
502,1,4,7,6,3
503,1,4,3,5,3
504,1,5,7,5,4
505,1,4,6,6,4
506,1,5,9,7,4
507,1,12,12,11,5
508,1,2,1,3,2
509,1,2,1,2,1
510,1,4,3,6,3
511,1,4,4,5,3
512,1,4,4,5,3
513,1,5,5,7,4
514,1,7,9,7,5
515,1,6,5,7,4
516,1,3,6,5,2
517,1,3,3,4,2
518,1,4,10,7,6
519,1,4,3,5,2
520,1,3,4,4,2
521,1,3,4,5,3
522,1,5,5,7,4
523,1,3,4,4,3
524,1,5,7,7,9
525,1,7,11,7,8
526,1,10,10,10,4
527,1,1,0,2,1
528,1,5,7,5,4
529,1,7,8,9,11
530,1,9,11,9,5
531,1,8,11,8,7
532,1,12,14,12,5
533,1,4,9,6,9
534,1,3,3,4,2
535,1,3,1,5,2
536,1,3,4,4,3
537,1,2,0,2,1
538,1,9,10,9,4
539,1,10,12,10,5
540,1,7,8,7,6
541,1,5,11,8,7
542,1,3,1,4,2
543,1,9,12,9,4
544,1,6,9,6,4
545,1,7,10,7,6
546,1,4,10,6,4
547,1,3,9,5,3
548,1,5,9,8,7
549,1,7,12,7,4
550,1,6,6,7,4
551,1,10,11,10,6
552,1,5,11,8,4
553,1,6,7,6,5
554,1,5,5,7,7
555,1,3,1,4,2
556,1,7,9,7,4
557,1,5,9,7,6
558,1,4,9,6,6
559,1,3,2,5,3
560,1,4,2,6,3
561,1,8,11,8,5
562,1,5,10,8,8
563,1,8,9,8,6
564,1,4,4,5,3
565,1,2,1,3,1
566,1,6,7,6,4
567,1,4,10,7,5
568,1,7,7,7,6
569,1,5,11,7,9
570,1,3,3,5,3
571,1,8,8,11,11
572,1,3,3,4,2
573,1,8,8,8,6
574,1,1,0,1,0
575,1,7,12,7,5
576,1,6,11,9,14
577,1,9,10,9,9
578,1,5,9,7,7
579,1,4,7,6,3
580,1,5,7,5,5
581,1,5,5,6,4
582,1,4,4,6,3
583,1,6,8,6,5
584,1,4,5,5,4
585,1,6,10,6,6
586,1,3,6,4,4
587,1,4,2,6,3
588,1,3,4,4,3
589,1,3,2,5,3
590,1,5,11,8,8
591,1,5,4,7,3
592,1,4,6,7,4
593,1,9,10,9,6
594,1,5,10,8,12
595,1,4,7,6,3
596,1,3,2,5,3
597,1,5,5,8,8
598,1,3,3,4,2
599,1,5,7,5,4
600,1,10,10,10,7
601,1,7,11,9,7
602,1,4,3,6,2
603,1,6,9,6,4
604,1,5,9,8,4
605,1,7,11,7,4
606,1,4,6,6,3
607,1,5,5,8,4
608,1,4,9,6,10
609,1,3,4,4,3
610,1,5,7,7,9
611,1,7,8,7,5
612,1,3,3,4,2
613,1,4,5,6,3
614,1,5,7,5,5
615,1,3,2,4,3
616,1,4,7,7,4
617,1,2,0,3,1
618,1,4,2,6,4
619,1,8,11,8,8
620,1,1,0,2,1
621,1,6,10,10,8
622,1,3,4,4,2
623,1,4,6,6,4
624,1,5,10,7,6
625,1,9,12,9,5
626,1,4,3,5,2
627,1,2,3,3,2
628,1,6,9,6,5
629,1,4,5,6,4
630,1,3,3,4,3
631,1,3,6,5,4
632,1,7,7,7,5
633,1,6,8,6,6
634,1,6,5,9,4
635,1,8,9,8,7
636,1,8,9,12,13
637,1,8,9,8,6
638,1,8,9,8,6
639,1,5,10,7,4
640,1,6,6,6,4
641,1,4,9,6,3
642,1,6,5,8,8
643,1,5,8,8,5
644,1,4,10,6,4
645,1,8,12,8,4
646,1,4,8,6,4
647,1,6,9,8,4
648,1,7,10,7,6
649,1,5,6,5,4
650,1,2,0,2,1
651,1,3,3,5,3
652,1,7,11,7,7
653,1,4,5,6,4
654,1,8,8,8,5
655,1,4,3,5,3
656,1,5,9,7,11
657,1,7,7,7,4
658,1,4,9,6,3
659,1,6,9,6,5
660,1,6,9,6,7
661,1,4,4,5,3
662,1,10,10,10,4
663,1,2,1,4,2
664,1,6,11,6,4
665,1,6,11,8,4
666,1,2,3,3,2
667,1,5,11,7,4
668,1,2,1,3,2
669,1,11,11,10,4
670,1,9,10,13,15
671,1,6,9,6,3
672,1,7,9,7,6
673,1,4,7,6,4
674,1,5,5,8,4
675,1,4,6,4,4
676,1,6,7,6,5
677,1,4,6,6,2
678,1,9,10,9,4
679,1,4,6,5,4
680,1,8,12,8,6
681,1,3,4,5,3
682,1,4,6,6,2
683,1,8,8,10,12
684,1,7,8,7,6
685,1,6,8,6,4
686,1,5,8,8,5
687,1,2,3,4,2
688,1,4,5,7,4
689,1,3,8,5,4
690,1,2,0,2,1
691,1,1,0,2,0
692,1,4,9,6,3
693,1,5,7,5,5
694,1,2,0,2,1
695,1,2,3,3,2
696,1,5,9,7,5
697,1,12,13,12,5
698,1,12,13,11,5
699,1,3,4,5,3
700,1,4,2,6,3
701,1,3,8,5,9
702,1,8,8,11,12
703,1,4,9,7,5
704,1,4,6,6,5
705,1,4,3,6,2
706,1,8,9,8,3
707,1,4,7,6,5
708,1,5,7,7,3
709,1,2,0,3,1
710,1,3,2,5,3
711,1,7,9,8,4
712,1,5,9,8,3
713,1,4,9,6,3
714,1,6,9,6,3
715,1,8,9,8,5
716,1,5,8,7,3
717,1,4,5,6,6
718,1,5,8,5,4
719,1,4,7,6,3
720,1,8,8,8,5
721,1,6,10,9,14
722,1,2,3,4,2
723,1,3,2,4,3
724,1,4,3,4,2
725,1,4,8,7,6
726,1,3,8,5,4
727,1,7,9,9,6
728,1,5,11,7,4
729,1,4,9,7,5
730,1,6,8,6,5
731,1,6,5,7,4
732,1,3,7,5,5
733,1,10,11,10,7
734,1,6,5,8,9
735,1,6,9,8,7
736,1,5,8,5,4
737,1,4,7,7,5
738,1,4,2,5,3
739,1,7,7,7,4
740,1,1,0,2,0
741,1,12,14,12,7
742,1,5,7,6,6
743,1,4,8,6,3
744,1,8,9,12,13
745,1,8,12,8,4
746,1,6,12,7,5
747,1,4,7,6,3
748,1,6,7,8,10
749,1,4,10,6,7
750,1,2,3,4,2
751,1,3,8,5,5
752,0,11,15,13,7
753,0,6,9,8,9
754,0,7,11,11,9
755,0,6,9,9,6
756,0,4,5,7,4
757,0,6,10,9,8
758,0,6,7,9,7
759,0,6,8,9,6
760,0,5,9,7,7
761,0,4,9,5,4
762,0,3,7,5,6
763,0,7,10,10,7
764,0,8,10,11,9
765,0,6,5,8,7
766,0,6,10,9,8
767,0,4,8,6,8
768,0,6,9,7,3
769,0,7,9,10,6
770,0,6,9,9,6
771,0,7,6,9,9
772,0,8,10,11,8
773,0,5,8,7,6
774,0,5,6,6,4
775,0,3,8,4,3
776,0,3,7,4,4
777,0,4,2,5,4
778,0,5,8,7,7
779,0,9,11,12,8
780,0,8,9,11,8
781,0,13,15,13,7
782,0,6,10,7,4
783,0,3,1,4,3
784,0,4,11,6,6
785,0,4,7,6,6
786,0,6,9,9,6
787,0,6,10,8,7
788,0,6,10,9,8
789,0,5,11,6,4
790,0,3,6,5,5
791,0,6,10,7,4
792,0,7,10,9,8
793,0,5,10,5,4
794,0,2,0,2,1
795,0,3,7,4,3
796,0,5,7,7,6
797,0,5,5,6,4
798,0,5,9,8,7
799,0,4,8,7,9
800,0,5,9,8,10
801,0,6,10,7,4
802,0,4,7,6,5
803,0,3,1,4,1
804,0,7,8,9,10
805,0,4,1,5,3
806,0,3,3,5,3
807,0,2,3,4,2
808,0,5,8,7,8
809,0,5,9,8,6
810,0,6,9,8,8
811,0,4,3,4,3
812,0,6,8,9,9
813,0,1,0,2,1
814,0,6,8,9,10
815,0,6,7,9,9
816,0,4,3,4,3
817,0,7,10,9,8
818,0,5,5,6,4
819,0,6,11,7,7
820,0,8,9,11,9
821,0,4,7,4,3
822,0,6,10,8,10
823,0,2,3,4,2
824,0,4,6,6,4
825,0,5,9,6,4
826,0,3,2,4,3
827,0,3,4,5,3
828,0,3,6,4,4
829,0,3,4,4,3
830,0,5,5,6,4
831,0,2,3,4,2
832,0,10,15,12,6
833,0,4,2,6,4
834,0,7,10,10,9
835,0,2,3,3,2
836,0,5,5,6,4
837,0,4,7,8,8
838,0,5,2,6,4
839,0,5,10,6,4
840,0,4,2,5,4
841,0,4,2,5,4
842,0,4,3,5,3
843,0,8,10,11,7
844,0,10,13,12,6
845,0,7,6,9,9
846,0,8,9,12,12
847,0,1,0,2,1
848,0,5,7,6,7
849,0,3,2,5,3
850,0,6,9,10,11
851,0,6,11,8,8
852,0,4,3,5,3
853,0,5,6,7,6
854,0,3,6,4,4
855,0,11,15,11,6
856,0,3,4,5,3
857,0,2,3,4,2
858,0,4,8,5,5
859,0,6,9,9,10
860,0,4,5,7,4
861,0,5,10,6,4
862,0,5,11,8,8
863,0,5,10,5,4
864,0,6,11,9,10
865,0,6,8,9,10
866,0,1,0,2,0
867,0,4,9,6,6
868,0,4,10,5,4
869,0,5,10,6,3
870,0,6,5,6,4
871,0,2,1,3,2
872,0,6,11,9,9
873,0,4,2,5,4
874,0,6,8,10,7
875,0,4,3,5,4
876,0,4,9,5,5
877,0,2,0,2,1
878,0,4,7,7,7
879,0,5,6,8,4
880,0,5,6,7,7
881,0,5,8,7,5
882,0,5,9,6,3
883,0,4,4,5,3
884,0,4,4,7,4
885,0,2,1,3,2
886,0,3,6,4,4
887,0,4,10,5,4
888,0,3,5,6,4
889,0,3,7,3,3
890,0,7,9,10,6
891,0,5,7,7,6
892,0,5,9,6,4
893,0,6,8,9,7
894,0,4,4,6,3
895,0,4,3,5,3
896,0,4,3,5,3
897,0,4,8,6,7
898,0,5,11,6,4
899,0,3,1,4,1
900,0,5,8,7,6
901,0,11,13,11,6
902,0,4,7,7,8
903,0,3,7,4,3
904,0,4,4,6,4
905,0,4,10,5,6
906,0,3,4,4,3
907,0,5,9,6,3
908,0,11,11,11,5
909,0,3,8,4,3
910,0,4,5,6,4
911,0,4,2,5,4
912,0,3,7,4,3
913,0,1,0,2,1
914,0,5,5,7,4
915,0,4,11,5,4
916,0,7,11,9,11
917,0,2,1,3,1
918,0,3,5,4,4
919,0,2,0,2,1
920,0,5,6,8,5
921,0,5,10,8,10
922,0,4,7,7,9
923,0,5,10,6,4
924,0,1,0,2,1
925,0,3,4,4,3
926,0,5,5,8,4
927,0,3,7,5,5
928,0,6,10,8,7
929,0,2,0,3,1
930,0,4,7,4,3
931,0,6,10,7,7
932,0,2,0,2,1
933,0,3,1,3,1
934,0,5,2,7,5
935,0,2,1,2,1
936,0,2,4,3,3
937,0,4,7,5,6
938,0,3,3,3,2
939,0,5,8,8,5
940,0,3,7,4,3
941,0,2,0,2,1
942,0,7,11,8,4
943,0,6,10,7,4
944,0,3,3,4,2
945,0,4,7,6,5
946,0,4,3,4,2
947,0,4,4,7,4
948,0,8,12,10,5
949,0,7,9,10,7
950,0,7,11,10,13
951,0,2,3,4,2
952,0,5,7,7,8
953,0,7,10,10,6
954,0,3,3,5,3
955,0,6,11,9,10
956,0,3,8,4,3
957,0,4,10,5,6
958,0,7,9,9,7
959,0,5,7,8,7
960,0,5,11,7,9
961,0,4,2,5,4
962,0,5,9,5,6
963,0,6,9,8,8
964,0,6,10,9,7
965,0,5,5,7,5
966,0,6,10,6,4
967,0,3,1,4,3
968,0,3,4,6,3
969,0,7,8,10,7
970,0,3,4,5,3
971,0,4,5,5,4
972,0,6,7,9,6
973,0,7,11,11,8
974,0,5,6,8,5
975,0,4,10,5,6
976,0,5,8,8,7
977,0,7,10,9,9
978,0,4,5,6,6
979,0,5,11,6,4
980,0,3,3,5,3
981,0,5,9,8,6
982,0,5,8,6,3
983,0,8,10,11,9
984,0,8,9,11,9
985,0,4,1,5,3
986,0,4,7,5,5
987,0,3,4,5,3
988,0,6,9,8,8
989,0,6,7,9,5
990,0,5,11,7,8
991,0,8,10,11,9
992,0,4,9,5,3
993,0,4,5,7,4
994,0,4,4,5,3
995,0,4,4,5,3
996,0,3,4,4,3
997,0,10,14,11,5
998,0,5,7,7,9
999,0,10,13,10,5
1000,0,6,7,8,8
1001,0,4,10,5,4
1002,0,6,11,8,11
1003,0,3,2,5,4
1004,0,4,8,4,3
1005,0,4,7,6,6
1006,0,4,9,4,5
1007,0,6,5,8,7
1008,0,6,7,8,6
1009,0,3,3,4,3
1010,0,4,5,7,4
1011,0,3,3,5,3
1012,0,6,9,9,11
1013,0,6,7,9,6
1014,0,5,6,8,4
1015,0,4,4,7,4
1016,0,3,6,4,4
1017,0,4,9,5,5
1018,0,4,7,6,6
1019,0,7,8,9,10
1020,0,10,14,12,7
1021,0,1,0,2,0
1022,0,4,4,5,3
1023,0,4,7,5,3
1024,0,5,8,7,7
1025,0,4,6,5,4
1026,0,5,5,6,4
1027,0,8,10,8,4
1028,0,7,8,10,11
1029,0,6,9,8,9
1030,0,8,11,11,8
1031,0,4,9,7,9
1032,0,3,2,5,4
1033,0,2,3,4,2
1034,0,5,7,9,10
1035,0,4,8,6,6
1036,0,6,10,8,6
1037,0,5,9,7,7
1038,0,4,7,6,5
1039,0,10,9,10,4
1040,0,3,1,4,1
1041,0,5,10,6,6
1042,0,5,10,7,4
1043,0,9,14,11,7
1044,0,4,7,6,5
1045,0,4,5,8,4
1046,0,3,4,6,3
1047,0,6,10,9,9
1048,0,4,8,6,5
1049,0,5,10,8,6
1050,0,5,7,7,9
1051,0,4,5,8,4
1052,0,4,7,8,8
1053,0,4,9,5,6
1054,0,4,8,5,3
1055,0,5,10,6,4
1056,0,5,2,6,4
1057,0,7,6,10,10
1058,0,5,10,7,8
1059,0,3,3,6,3
1060,0,5,8,8,6
1061,0,6,10,7,4
1062,0,4,4,6,3
1063,0,3,4,4,3
1064,0,7,10,12,15
1065,0,5,11,8,12
1066,0,3,5,6,4
1067,0,5,5,6,4
1068,0,4,2,5,4
1069,0,6,9,9,7
1070,0,4,4,6,3
1071,0,7,8,10,11
1072,0,2,1,3,2
1073,0,4,6,5,4
1074,0,6,10,8,7
1075,0,6,10,9,8
1076,0,5,4,6,3
1077,0,8,10,12,9
1078,0,2,1,2,1
1079,0,5,10,6,6
1080,0,3,3,5,2
1081,0,8,10,8,4
1082,0,6,4,6,4
1083,0,6,11,9,12
1084,0,7,11,9,10
1085,0,6,6,8,8
1086,0,5,9,6,3
1087,0,2,1,3,2
1088,0,1,0,2,0
1089,0,4,5,5,4
1090,0,6,11,9,12
1091,0,4,4,6,4
1092,0,3,3,5,2
1093,0,6,9,7,4
1094,0,6,9,7,3
1095,0,4,6,5,4
1096,0,2,6,3,2
1097,0,6,10,8,9
1098,0,5,5,8,5
1099,0,6,8,8,6
1100,0,5,7,7,6
1101,0,6,9,8,4
1102,0,9,12,11,5
1103,0,5,9,6,3
1104,0,2,3,3,2
1105,0,5,11,7,9
1106,0,5,10,6,4
1107,0,3,4,4,3
1108,0,5,5,7,7
1109,0,3,6,3,3
1110,0,7,8,10,6
1111,0,3,6,4,4
1112,0,4,10,6,6
1113,0,7,12,8,5
1114,0,4,4,7,4
1115,0,3,4,4,3
1116,0,4,4,4,3
1117,0,5,9,6,6
1118,0,6,9,7,3
1119,0,2,3,4,3
1120,0,5,6,7,8
1121,0,4,2,5,4
1122,0,5,10,8,11
1123,0,6,6,8,5
1124,0,1,0,2,0
1125,0,4,6,7,4
1126,0,5,11,7,9
1127,0,3,7,5,5
1128,0,6,8,9,10
1129,0,9,13,11,6
1130,0,5,5,6,4
1131,0,9,12,11,6
1132,0,5,8,8,9
1133,0,5,6,8,4
1134,0,3,3,4,2
1135,0,6,10,8,8
1136,0,6,7,8,6
1137,0,3,7,4,4
1138,0,5,6,7,5
1139,0,4,7,5,3
1140,0,5,5,6,5
1141,0,6,9,7,4
1142,0,3,6,4,2
1143,0,15,15,15,8
1144,0,4,7,5,3
1145,0,1,0,2,1
1146,0,1,0,2,0
1147,0,3,7,4,4
1148,0,6,9,8,8
1149,0,3,4,6,3
1150,0,6,8,8,9
